latitude,longitude,event_date,day_offset,precip_mm,temp_max_c,fuel_moist_100hr_pct,burning_index,vpd_kpa
40.2315999990696,-120.4917,2019-07-23,-7,0.0,30.15000000000003,7.2,58.0,1.92
40.2315999990696,-120.4917,2019-07-23,-6,0.0,29.850000000000023,7.6,65.0,1.77
40.2315999990696,-120.4917,2019-07-23,-5,0.0,29.950000000000045,7.6,61.0,1.84
40.2315999990696,-120.4917,2019-07-23,-4,0.0,30.850000000000023,7.5,55.0,2.02
40.2315999990696,-120.4917,2019-07-23,-3,0.0,30.850000000000023,7.3,63.0,2.05
40.2315999990696,-120.4917,2019-07-23,-2,0.0,31.350000000000023,7.4,66.0,2.02
40.2315999990696,-120.4917,2019-07-23,-1,0.0,30.75,7.2,70.0,2.06
35.8888789991036,-120.046328,2014-09-14,-60,0.0,35.25,7.8,67.0,2.3
35.8888789991036,-120.046328,2014-09-14,-59,0.0,35.55000000000001,7.8,65.0,2.55
35.8888789991036,-120.046328,2014-09-14,-58,0.0,36.35000000000002,7.6,61.0,2.76
35.8888789991036,-120.046328,2014-09-14,-57,0.0,38.05000000000001,8.1,58.0,2.69
35.8888789991036,-120.046328,2014-09-14,-56,0.0,36.85000000000002,8.3,68.0,2.6
35.8888789991036,-120.046328,2014-09-14,-55,0.0,37.75,8.6,63.0,2.72
35.8888789991036,-120.046328,2014-09-14,-54,0.0,33.55000000000001,8.5,63.0,2.19
35.8888789991036,-120.046328,2014-09-14,-53,0.0,36.950000000000045,7.7,64.0,3.17
35.8888789991036,-120.046328,2014-09-14,-52,0.0,39.75,6.7,60.0,4.05
35.8888789991036,-120.046328,2014-09-14,-51,0.0,41.85000000000002,6.1,67.0,4.41
35.8888789991036,-120.046328,2014-09-14,-50,0.0,42.35000000000002,5.7,72.0,4.43
35.8888789991036,-120.046328,2014-09-14,-49,0.0,38.650000000000034,5.9,58.0,3.41
35.8888789991036,-120.046328,2014-09-14,-48,0.0,41.25,5.9,69.0,4.05
35.8888789991036,-120.046328,2014-09-14,-47,0.0,40.55000000000001,6.1,63.0,3.75
35.8888789991036,-120.046328,2014-09-14,-46,0.0,42.450000000000045,5.9,62.0,4.36
35.8888789991036,-120.046328,2014-09-14,-45,0.0,43.150000000000034,5.4,68.0,4.79
35.8888789991036,-120.046328,2014-09-14,-44,0.0,41.55000000000001,5.2,67.0,4.4
35.8888789991036,-120.046328,2014-09-14,-43,0.0,35.25,5.6,68.0,2.94
35.8888789991036,-120.046328,2014-09-14,-42,0.0,36.05000000000001,6.4,51.0,2.57
35.8888789991036,-120.046328,2014-09-14,-41,0.0,36.05000000000001,6.5,60.0,2.87
35.8888789991036,-120.046328,2014-09-14,-40,0.0,36.25,7.1,65.0,2.57
35.8888789991036,-120.046328,2014-09-14,-39,0.0,38.55000000000001,7.3,59.0,3.07
35.8888789991036,-120.046328,2014-09-14,-38,0.0,40.75,7.0,61.0,3.69
35.8888789991036,-120.046328,2014-09-14,-37,0.0,40.85000000000002,6.7,60.0,3.81
35.8888789991036,-120.046328,2014-09-14,-36,0.0,39.05000000000001,6.5,60.0,3.52
35.8888789991036,-120.046328,2014-09-14,-35,0.0,40.450000000000045,6.0,64.0,4.02
35.8888789991036,-120.046328,2014-09-14,-34,0.0,39.55000000000001,6.3,69.0,3.41
35.8888789991036,-120.046328,2014-09-14,-33,0.0,36.75,7.1,65.0,2.61
35.8888789991036,-120.046328,2014-09-14,-32,0.0,37.150000000000034,7.6,56.0,2.7
35.8888789991036,-120.046328,2014-09-14,-31,0.0,39.55000000000001,7.1,61.0,3.61
35.8888789991036,-120.046328,2014-09-14,-30,0.0,39.85000000000002,6.5,62.0,3.85
35.8888789991036,-120.046328,2014-09-14,-29,0.0,39.950000000000045,6.0,64.0,3.91
35.8888789991036,-120.046328,2014-09-14,-28,0.0,38.450000000000045,5.7,63.0,3.63
35.8888789991036,-120.046328,2014-09-14,-27,0.0,34.950000000000045,6.0,65.0,2.77
35.8888789991036,-120.046328,2014-09-14,-26,0.0,35.55000000000001,6.5,67.0,2.63
35.8888789991036,-120.046328,2014-09-14,-25,0.0,37.25,6.8,58.0,2.93
35.8888789991036,-120.046328,2014-09-14,-24,0.0,38.55000000000001,7.2,65.0,3.05
35.8888789991036,-120.046328,2014-09-14,-23,0.0,36.450000000000045,7.4,70.0,2.73
35.8888789991036,-120.046328,2014-09-14,-22,0.0,36.55000000000001,7.2,67.0,2.97
35.8888789991036,-120.046328,2014-09-14,-21,0.0,35.25,7.4,67.0,2.57
35.8888789991036,-120.046328,2014-09-14,-20,0.0,34.650000000000034,7.3,63.0,2.6
35.8888789991036,-120.046328,2014-09-14,-19,0.0,38.05000000000001,6.8,61.0,3.48
35.8888789991036,-120.046328,2014-09-14,-18,0.0,39.05000000000001,6.5,61.0,3.59
35.8888789991036,-120.046328,2014-09-14,-17,0.0,39.150000000000034,6.4,62.0,3.53
35.8888789991036,-120.046328,2014-09-14,-16,0.0,38.85000000000002,6.2,66.0,3.62
35.8888789991036,-120.046328,2014-09-14,-15,0.0,37.950000000000045,5.7,68.0,3.7
35.8888789991036,-120.046328,2014-09-14,-14,0.0,39.25,5.4,65.0,3.87
35.8888789991036,-120.046328,2014-09-14,-13,0.0,40.85000000000002,5.4,68.0,3.97
35.8888789991036,-120.046328,2014-09-14,-12,0.0,37.950000000000045,5.6,64.0,3.35
35.8888789991036,-120.046328,2014-09-14,-11,0.0,38.05000000000001,5.7,60.0,3.43
35.8888789991036,-120.046328,2014-09-14,-10,0.0,39.450000000000045,5.8,64.0,3.65
35.8888789991036,-120.046328,2014-09-14,-9,0.0,40.25,5.5,63.0,3.95
35.8888789991036,-120.046328,2014-09-14,-8,0.0,39.85000000000002,5.1,64.0,4.06
35.8888789991036,-120.046328,2014-09-14,-7,0.0,36.950000000000045,5.1,67.0,3.34
35.8888789991036,-120.046328,2014-09-14,-6,0.0,35.85000000000002,5.3,68.0,3.01
35.8888789991036,-120.046328,2014-09-14,-5,0.0,37.650000000000034,4.8,67.0,3.73
35.8888789991036,-120.046328,2014-09-14,-4,0.0,40.950000000000045,4.5,64.0,4.39
35.8888789991036,-120.046328,2014-09-14,-3,0.0,40.35000000000002,4.5,66.0,4.21
35.8888789991036,-120.046328,2014-09-14,-2,0.0,41.25,4.5,65.0,4.43
35.8888789991036,-120.046328,2014-09-14,-1,0.0,41.55000000000001,4.6,64.0,4.36
33.5697729991303,-116.078473,2020-05-26,-60,0.0,25.450000000000045,10.0,39.0,1.5
33.5697729991303,-116.078473,2020-05-26,-59,0.0,27.55000000000001,9.2,49.0,1.73
33.5697729991303,-116.078473,2020-05-26,-58,0.0,29.450000000000045,9.6,38.0,1.72
33.5697729991303,-116.078473,2020-05-26,-57,0.0,28.850000000000023,8.9,38.0,1.89
33.5697729991303,-116.078473,2020-05-26,-56,0.0,31.350000000000023,8.3,50.0,2.17
33.5697729991303,-116.078473,2020-05-26,-55,0.0,30.05000000000001,7.8,52.0,2.16
33.5697729991303,-116.078473,2020-05-26,-54,0.0,29.950000000000045,7.4,50.0,2.12
33.5697729991303,-116.078473,2020-05-26,-53,0.0,28.950000000000045,7.4,55.0,1.92
33.5697729991303,-116.078473,2020-05-26,-52,0.0,27.450000000000045,8.6,55.0,1.39
33.5697729991303,-116.078473,2020-05-26,-51,0.0,26.25,9.8,60.0,1.2
33.5697729991303,-116.078473,2020-05-26,-50,2.5,24.25,12.6,0.0,0.82
33.5697729991303,-116.078473,2020-05-26,-49,0.6,20.55000000000001,14.4,0.0,0.49
33.5697729991303,-116.078473,2020-05-26,-48,0.0,21.05000000000001,15.2,31.0,0.66
33.5697729991303,-116.078473,2020-05-26,-47,4.8,18.25,17.8,0.0,0.14
33.5697729991303,-116.078473,2020-05-26,-46,0.0,25.850000000000023,17.4,30.0,0.85
33.5697729991303,-116.078473,2020-05-26,-45,0.0,26.05000000000001,17.1,41.0,0.97
33.5697729991303,-116.078473,2020-05-26,-44,0.0,28.65000000000003,16.0,38.0,1.33
33.5697729991303,-116.078473,2020-05-26,-43,0.0,29.75,13.7,43.0,1.81
33.5697729991303,-116.078473,2020-05-26,-42,0.0,32.450000000000045,11.2,42.0,2.49
33.5697729991303,-116.078473,2020-05-26,-41,0.0,32.25,9.6,44.0,2.42
33.5697729991303,-116.078473,2020-05-26,-40,0.0,29.55000000000001,8.8,50.0,1.98
33.5697729991303,-116.078473,2020-05-26,-39,0.0,28.350000000000023,9.6,48.0,1.43
33.5697729991303,-116.078473,2020-05-26,-38,0.0,29.450000000000045,10.1,43.0,1.55
33.5697729991303,-116.078473,2020-05-26,-37,0.0,30.55000000000001,9.5,50.0,1.92
33.5697729991303,-116.078473,2020-05-26,-36,0.0,31.55000000000001,9.4,51.0,1.93
33.5697729991303,-116.078473,2020-05-26,-35,0.0,37.650000000000034,8.7,52.0,3.01
33.5697729991303,-116.078473,2020-05-26,-34,0.0,38.85000000000002,7.7,48.0,3.51
33.5697729991303,-116.078473,2020-05-26,-33,0.0,40.25,7.0,55.0,3.84
33.5697729991303,-116.078473,2020-05-26,-32,0.0,40.35000000000002,6.4,51.0,3.88
33.5697729991303,-116.078473,2020-05-26,-31,0.0,41.75,6.1,63.0,4.13
33.5697729991303,-116.078473,2020-05-26,-30,0.0,39.55000000000001,5.6,59.0,3.89
33.5697729991303,-116.078473,2020-05-26,-29,0.0,40.05000000000001,5.3,56.0,3.94
33.5697729991303,-116.078473,2020-05-26,-28,0.0,39.85000000000002,5.2,57.0,3.84
33.5697729991303,-116.078473,2020-05-26,-27,0.0,38.650000000000034,5.2,61.0,3.67
33.5697729991303,-116.078473,2020-05-26,-26,0.0,38.35000000000002,5.2,68.0,3.6
33.5697729991303,-116.078473,2020-05-26,-25,0.0,37.25,5.2,69.0,3.42
33.5697729991303,-116.078473,2020-05-26,-24,0.0,36.75,5.2,66.0,3.33
33.5697729991303,-116.078473,2020-05-26,-23,0.0,38.05000000000001,5.1,65.0,3.58
33.5697729991303,-116.078473,2020-05-26,-22,0.0,41.55000000000001,4.7,60.0,4.46
33.5697729991303,-116.078473,2020-05-26,-21,0.0,41.85000000000002,4.2,67.0,4.75
33.5697729991303,-116.078473,2020-05-26,-20,0.0,42.85000000000002,3.7,68.0,5.03
33.5697729991303,-116.078473,2020-05-26,-19,0.0,40.85000000000002,3.4,72.0,4.61
